IDText,Text,Text_Merged,Translated_Text
TXT0600,faktanya bahkan pemerintah pusat sendiri melalui kementrian agama mengakui dki menjadi provinsi terbaik dlm menjaga kerukunan beragama hanya asumsi narasi imajinasi orang yg tanpa dasar sama sekali menggiring opini bahwa anies adalah org intoleran,faktanya bahkan pemerintah pusat sendiri melalui kementrian agama mengakui dki menjadi provinsi terbaik dalam menjaga kerukunan beragama hanya asumsi narasi imajinasi orang yang tanpa dasar sama sekali menggiring opini bahwa anies adalah orang intoleran,"In fact, even the central government itself, through the Ministry of Religion, acknowledges that DKI is the best province in maintaining religious harmony. This is just an assumption of people's imaginary narratives that has no basis at all, leading to the opinion that Anies is an intolerant person."
TXT0601,ganjar pranowo gubernur yang tidak hanya mendengar tapi juga meresapi kebutuhan rakyat ganjar mahfud hebat,ganjar pranowo gubernur yang tidak hanya mendengar tapi juga meresapi kebutuhan rakyat ganjar mahfud hebat,"ganjar pranowo, a governor who not only listens but also understands the needs of the people, ganjar mahfud is great"
TXT0602,logika berfikir dan rasa kekuatan rakyat sudah diperkosa hingga lemas oleh pemerintahan yg sekrng sehingga ada narasi pak anies yg ngmong gua yg takut teruslah takut pada penguasa yg sekarang dan jika terpilih nanti siap di perkosa kembali,logika berpikir dan rasa kekuatan rakyat sudah diperkosa hingga lemas oleh pemerintahan yang sekarang sehingga ada narasi pak anies yang ngmong gua yang takut teruslah takut pada penguasa yang sekarang dan jika terpilih nanti siap di perkosa kembali,"The logic of thinking and the sense of power of the people have been raped until they are weak by the current government, so that there is a narrative from Mr. Anies who says that those who are afraid should continue to be afraid of the current rulers and if they are elected later, they are ready to be raped again."
TXT0603,itu namanya pak prabowo punya etika punya adab mas brooomasa beliau harus ngatain anis goblok di acara debat ga etis lah,itu namanya pak prabowo punya etika punya adab mas brooomasa beliau harus mengatai anis goblok di acara debat enggak etis lah,"That's Mr. Prabowo's name, he has ethics and manners, bro. Why did he have to call Anis stupid at a debate event? That's not ethical."
TXT0604,efeknya luar biasa ketika video roasting anis ke prabowo dlm debat pilpres diunggah oleh seorang menteri per jam ini ditonton oleh jt viewer dan entah sudah berapa yg ngeblok anis dan pindah dukungan ke menjahati orang baik bagai menggali lubang kuburnya sendiri re masveel,efeknya luar biasa ketika video roasting anis ke prabowo dalam debat pilpres diunggah oleh seorang menteri per jam ini ditonton oleh juta viewer dan entah sudah berapa yang ngeblok anis dan pindah dukungan ke menjahati orang baik bagai menggali lubang kuburnya sendiri re masveel,"the effect was extraordinary when the video of Anis roasting Prabowo in the presidential debate was uploaded by a minister, it was watched by millions of viewers per hour and who knows how many have blocked Anis and changed their support to being evil to good people like digging their own grave re masveel"
TXT0605,bersama ganjarmahfud kita bisa berharap melihat peningkatan signifikan dalam anggaran riset dan inovasi demi masa depan yang lebih cemerlang happy new year,bersama ganjarmahfud kita bisa berharap melihat peningkatan signifikan dalam anggaran riset dan inovasi demi masa depan yang lebih cemerlang happy new year,together with ganjarmahfud we can hope to see a significant increase in the research and innovation budget for a brighter future happy new year
TXT0606,gw setuju dgn pak ndul jgnkan survei pak bahkan survei pak ganjar sekalipun gw akan tetap dukung ganjar ini adlh upaya gw agar si pelanggar ham amp pelanggar konstitusi gak memimpin bangsa ini re airindatanglagi,gue setuju dengan pak ndul jgnkan survei pak bahkan survei pak ganjar sekalipun gue akan tetap dukung ganjar ini adalah upaya gue agar sih pelanggar ham amp pelanggar konstitusi enggak memimpin bangsa ini re airindatanglagi,I agree with Mr.
TXT0607,saya minta bantuan temanteman komisi  tpn dan sudah komunikasi dengan ksad panglima tni saya tadi juga kontak dengan pangdam kata ganjar dan sekian belas dari oknum itu hari ini mendapatkan hukuman ini jadi pelajaran serius buat kami agar jangan semenamena re devycasanofa,saya meminta bantuan temanteman komisi tpn dan sudah komunikasi dengan ksad panglima tni saya tadi juga kontak dengan pangdam kata ganjar dan sekian belas dari oknum itu hari ini mendapatkan hukuman ini jadi pelajaran serius buat kami agar jangan semenamena re devycasanofa,"I asked for help from my friends from the TPN commission and have communicated with the Army Chief of Staff, the TNI Commander. I also contacted the Military Commander, Ganjar said, and dozens of these individuals received punishment today. This is a serious lesson for us not to be arbitrary. Re Devycasanofa"
TXT0608,prabowo ingin naikkan upah pejabat demi cegah korupsi icw koruptor bukan orang miskin re tempodotco,prabowo ingin naikkan upah pejabat demi cegah korupsi icw koruptor bukan orang miskin re tempodotco,Prabowo wants to increase officials' wages to prevent corruption ICW corruptors are not poor people re tempodotco
TXT0609,semua program bantuan sosial yg ada pada pemerintahan jokowi semua akan di rangkum dlm satu wadah yaitu ktp sakti ganjar mahfud,semua program bantuan sosial yang ada pada pemerintahan jokowi semua akan di rangkum dalam satu wadah yaitu ktp sakti ganjar mahfud,"All social assistance programs in the Jokowi government will be summarized in one container, namely the Ganjar Mahfud magic ID card."
TXT0610,program susu gratis tuai kecaman prabowo beberkan bakal impor juta sapi dari india re tvonenews,program susu gratis tuai kecaman prabowo beberkan bakal impor juta sapi dari india re tvonenews,free milk program draws criticism prabowo reveals plans to import millions of cows from india re tvonenews
TXT0611,forum debat nasional menuding orang lain keliru lalu minta forum tertutup prabowo ini tidak siap dan tidak mampu berdemokrasi purba saatnya dimuseumkan biar main kuda kudaan aja re haye,forum debat nasional menuding orang lain keliru lalu meminta forum tertutup prabowo ini tidak siap dan tidak mampu berdemokrasi purba saatnya dimuseumkan biar main kuda kudaan saja re haye,"national debate forum accuses others of being wrong and then asks for a closed forum, Prabowo is not ready and not capable of ancient democracy, it's time to put it in a museum so that people can just play horse-drawn carriage, haye"
TXT0612,capres no urut capres ganjar pranowo bikin heboh bukan sekadar melanjutkan tapi juga menambah dan menyempurnakan program program pemerintah era sebelumnya sebelumnyajna re oliviaalda,capres no urut capres ganjar pranowo bikin heboh bukan sekadar melanjutkan tapi juga menambah dan menyempurnakan program program pemerintah era sebelumnya sebelumnyajna re oliviaalda,presidential candidate number urut presidential candidate ganjar pranowo caused a stir not only continuing but also adding and perfecting the programs of the previous era government previouslyjna re oliviaalda
TXT0613,laporan keuangan era anies aja dapat wtp dari bpk kali berturutturut sementara era ahok amp gubernur sebelumnya kga prnh diraih era ahok aja smpai dapat raport merah dari bpk masih aja situ bilang amburadul,laporan keuangan era anies saja dapat wtp dari bpk kali berturutturut sementara era ahok amp gubernur sebelumnya kga pernah diraih era ahok saja sampai dapat raport merah dari bpk masih saja situ bilang amburadul,"The financial report of the Anies era alone got a WTP from the BPK several times in a row, while the Ahok era and previous governors never achieved it. Even the Ahok era even got a red report from the BPK, you still say it's a mess."
TXT0614,pelajaran berharga itu jangan ngikutin orang yg plin plan dulu hina pak prabowo sekarang jilat pak prabowo,pelajaran berharga itu jangan mengikuti orang yang plin plan dulu hina pak prabowo sekarang jilat pak prabowo,"The valuable lesson is don't follow people who are fickle, first insulted Mr Prabowo, now they suck up to Mr Prabowo"
TXT0615,kita yakin ganjarmahfud akan membawa perubahan positif melalui investasi yang lebih besar dalam penelitian happy new year,kita yakin ganjarmahfud akan membawa perubahan positif melalui investasi yang lebih besar dalam penelitian happy new year,we are confident ganjarmahfud will bring positive changes through greater investment in happy new year research
TXT0616,yg mengatakan pak anies intoleranterbantahkan bro ini yg bicara para pendeta pak anies bapak pemersatu umat beragama pak anies terbukti mendamaikan amp hadirkan kesetaraan umat beragama hanya pak anies lah yg bisa merawat persatuan amp kesatuan menjadi lebih baik amp berkualitas re azriardhani,yang mengatakan pak anies intoleranterbantahkan bro ini yang bicara para pendeta pak anies bapak pemersatu umat beragama pak anies terbukti mendamaikan amp hadirkan kesetaraan umat beragama hanya pak anies lah yang bisa merawat persatuan amp kesatuan menjadi lebih baik amp berkualitas re azriardhani,"those who say Mr. Anies is intolerant, deny it, bro, these are the ones who are talking about the priests, Mr. Anies, the one who unites religious communities. Mr. Anies has been proven to reconcile and present equality among religious communities. Only Mr. Anies can maintain unity and unity to be better and of higher quality re azriardhani"
TXT0617,bowo ny gak peka pdhl lawan pny mantan menhan yg bisa di jadikan bahan counter tinggal ambil data saat pak mahfud jd menhan udh ckup utk menjawab pertanyaan pak ganjar skrg bgni di nilai trs yg kyk dlu di nilai brp pak ganjar dlu smua prajurit sdh pny rmh blm pak anies,bowo nya enggak peka padahal lawan punya mantan menhan yang bisa di jadikan bahan counter tinggal ambil data saat pak mahfud jadi menhan sudah cukup untuk menjawab pertanyaan pak ganjar sekarang begini di nilai terus yang kayak dulu di nilai berapa pak ganjar dulu semua prajurit sudah punya rumah belum pak anies,"Bowo is insensitive even though the opponent has a former defense minister who can be used as counter material. Just take the data when Mr. Mahfud became the defense minister, that's enough to answer Mr. Ganjar's question. Now it's like this, how is it assessed? Then, like before, how much was it assessed? Mr. Ganjar, in the past, did all the soldiers have houses, Mr. Anies?"
TXT0618,dari ketiga capres pa paling unggul soal diplomasi pertahanan yg lain omon omon aje re xquitavee,dari ketiga capres apa paling unggul soal diplomasi pertahanan yang lain omon omon saja re xquitavee,"Of the three presidential candidates, who is the best in terms of defense diplomacy? The others are just omon omon, re xquitavee"
TXT0619,viral ganjar live tiktok bertanya soal kesehatan mental ke anak muda re oposisicerdas,viral ganjar live tiktok bertanya soal kesehatan mental ke anak muda re oposisicerdas,viral ganjar live tiktok asks young people about mental health re politikerdas
TXT0620,debat paslon anies vs capres prabowo menhan masalah standar etika lagilagi prabowo emosi berat karena terdesak tidak bisa menjawab re cakkhum,debat paslon anies vs capres prabowo menhan masalah standar etika lagilagi prabowo emosi berat karena terdesak tidak bisa menjawab re cakkhum,Candidate debate anies vs presidential candidate prabowo minister of defense issues ethical standards again prabowo is very emotional because he is under pressure and cannot answer re cakkhum
TXT0621,nonyahasyim harjin garanam aja singgung dana  pas jdi gubernur ganjar mahfud hebat guru ngaji satu juta,nonyahasyim harjin garanam saja singgung dana pas jadi gubernur ganjar mahfud hebat guru mengaji satu juta,"nonyahasyim harjin garanam just mentioned funds when he became governor, Ganjar Mahfud was great as a teacher of the Koran, one million"
TXT0622,kontrak terbuka capres no urut ganjar pranowo adalah cermin dari kepedulian untuk kita semua yuk bersama jaga kedaulatan pangan,kontrak terbuka capres no urut ganjar pranowo adalah cermin dari kepedulian untuk kita semua yuk bersama jaga kedaulatan pangan,"The open contract of presidential candidate number Ganjar Pranowo is a reflection of our concern for all of us, let's work together to protect food sovereignty"
TXT0623,mana nih yg nyerang kemarin soal perluasan pajak kok ga nyerang anies skrg soal ini jg sangat tidak objektif wkwk,mana nih yang menyerang kemarin soal perluasan pajak kok enggak menyerang anies sekarang soal ini juga sangat tidak objektif wkwk,"Who attacked yesterday about tax expansion, why aren't you attacking Anies now? This issue is also very unobjective, lol"
TXT0624,tak menduga bakal diserang anies prabowo dinilai jadi ekor komunikasi saat debat capres re oposisicerdas,tak menduga bakal diserang anies prabowo dinilai jadi ekor komunikasi saat debat capres re oposisicerdas,didn't expect to be attacked by Anies Prabowo considered to be the tail of communication during the presidential and opposition debate
TXT0625,menurut yenny wahid ganjarmahfud md berasal dari kalangan pesatren ganjar mahfud hebat,menurut yenny wahid ganjarmahfud md berasal dari kalangan pesatren ganjar mahfud hebat,"According to Yenny Wahid Ganjar Mahfud MD, he comes from the great Ganjar Mahfud Islamic boarding school"
TXT0626,food estate tanam singkong panen jagung hutan gundul kepalan tanggung lewat mk moral dan etika menjadi canggung atur saja kan and penguasa,food estate tanam singkong panen jagung hutan gundul kepalan tanggung lewat maka moral dan etika menjadi canggung atur saja kan and penguasa,food estate planting cassava harvesting corn bare forest fist half passed then morals and ethics become awkward just arrange it right and the ruler
TXT0627,pdip tanggapi jokowiprabowo makan malam berdua detikbali re chairudinn,pdip tanggapi jokowiprabowo makan malam berdua detikbali re chairudinn,pdip responds to jokowiprabowo having dinner together detikbali re chairudinn
TXT0628,lagi cari sensasi ya abud sampai fitnah anggaran alutsista prabowo segala dukungantulus untuk penasaran kebebasan ptn top menhan nyebokin nangisin goblok pt tmi,lagi cari sensasi ya abud sampai fitnah anggaran alutsista prabowo segala dukungantulus untuk penasaran kebebasan ptn top menhan nyebokin nangisin goblok pt tmi,"looking for a sensation, right, Abud, to the point of slandering Prabowo's defense equipment budget, all sincere support for curiosity about the freedom of top state universities, the defense minister is making you cry, stupid PT TMI"
TXT0629,asal bukan prabowo yg tetap memaksakan cacat etika atas pilihan cawapresnya asal bukan prabowo yg haus kekuasaan demi proyek usahanya asal bukan prabowo yang berdiri diatas ketanduaan tanah hasil bancakan food estatenya,asal bukan prabowo yang tetap memaksakan cacat etika atas pilihan cawapresnya asal bukan prabowo yang haus kekuasaan demi proyek usahanya asal bukan prabowo yang berdiri diatas ketanduaan tanah hasil bancakan food estatenya,"As long as it's not Prabowo who continues to force ethical flaws in his choice of vice presidential candidate, as long as it's not Prabowo who is power hungry for his business projects, as long as it's not Prabowo who stands on the land of his food estate acquisition."
TXT0630,capres nomor urut memaparkan visimisinya di bidang pertahanankeamanan dalam debat ketiga pilpres di istora senayan jakarta minggu dalam paparannya terkait pertahanankeamanan siber anies sempat menyinggung soal situs kemenhan yang dibobol hacker pada lalu anies pun sempat menyebut salah satu menteri presiden jokowi yang memiliki aset tanah ratusan hektare di tengah masih banyaknya tentara yang tidak punya rumah dinas anggaran pun justru dipakai buat beli alutsista bekas re kumparan,capres nomor urut memaparkan visimisinya di bidang pertahanankeamanan dalam debat ketiga pilpres di istora senayan jakarta minggu dalam paparannya terkait pertahanankeamanan siber anies sempat menyinggung soal situs kemenhan yang dibobol hacker pada lalu anies pun sempat menyebut salah satu menteri presiden jokowi yang memiliki aset tanah ratusan hektare di tengah masih banyaknya tentara yang tidak punya rumah dinas anggaran pun justru dipakai buat beli alutsista bekas re kumparan,"presidential candidate number one explained his vision and mission in the field of defense and security in the third presidential debate at the Istora Senayan Jakarta on Sunday. In his presentation regarding cyber defense and security, Anies briefly touched on the issue of the Ministry of Defense website which was hacked last year. Anies also mentioned one of President Jokowi's ministers who has hundreds of hectares of land assets. In the midst of the many soldiers who do not have official residences, the budget was actually used to buy used defense equipment."
TXT0631,paslon dan jelas menganggap prabowo lawan berat mereka yg tak terkalahkan makanya pada menyerang anggaran pertahanan itu sudah disetujui dpr dan partai pendukung dan boy semua nafsu ingin jd presiden makanya menyerang dgn keras tp akan menang dan akan amanah re kicebong,paslon dan jelas menganggap prabowo lawan berat mereka yang tak terkalahkan makanya pada menyerang anggaran pertahanan itu sudah disetujui dpr dan partai pendukung dan boy semua nafsu ingin jadi presiden makanya menyerang dengan keras tapi akan menang dan akan amanah re kicebong,"the candidate pair clearly considers Prabowo their tough and unbeatable opponent, that's why they attacked the defense budget, it has been approved by the DPR and supporting parties, and boy, everyone is passionate about becoming president, that's why they attacked hard, but they will win and will be trustworthy, Re Kicebong"
TXT0632,peran perempuan dalam pertahanan kita tak boleh diabaikan mereka juga berkontribusi besar garagara prabowo,peran perempuan dalam pertahanan kita tak boleh diabaikan mereka juga berkontribusi besar garagara prabowo,"the role of women in our defense should not be ignored, they also contributed greatly because of Prabowo"
TXT0633,pilihlah yang jauh dari radikalisme dan dekat dengan solusi pilih ganjar pranowo,pilihlah yang jauh dari radikalisme dan dekat dengan solusi pilih ganjar pranowo,"choose one who is far from radicalism and close to the solution, choose Ganjar Pranowo"
TXT0634,penyampaian gagasan antikorupsi pasangan amin di kpk komitmen pak anies baswedan amp cak imin dalam memberantas korupsi harus dimulai dari puncak re mdyasmara,penyampaian gagasan antikorupsi pasangan amin di kpk komitmen pak anies baswedan amp cak imin dalam memberantas korupsi harus dimulai dari puncak re mdyasmara,"delivery of anti-corruption ideas by the Amin pair at the KPK, Mr. Anies Baswedan and Cak Imin's commitment to eradicating corruption must start from the top of the DPRD"
TXT0635,anies amp ganjar gabung jika pilpres putaran ini analisisnya re oposisicerdas,anies amp ganjar gabung jika pilpres putaran ini analisisnya re oposisicerdas,anies amp ganjar join if this round of presidential election analysis re opposition smart
TXT0636,meningkatkan kuota subsidi pupuk bukan sekadar janji tapi komitmen nyata dari ganjar pranowo,meningkatkan kuota subsidi pupuk bukan sekadar janji tapi komitmen nyata dari ganjar pranowo,Increasing the fertilizer subsidy quota is not just a promise but a real commitment from Ganjar Pranowo
TXT0637,video gus miftah bagibagi duit di pamekasan viral ganjar tunggu tindakan nyata bawaslu re oposisicerdas,video gus miftah bagibagi duit di pamekasan viral ganjar tunggu tindakan nyata bawaslu re oposisicerdas,"video of gus miftah distributing money in pamekasan goes viral, ganjar waits for real action from the election supervisory body, smart opposition"
TXT0638,jangan lupa ganjar bisa naik karena megawati ketika pilgub jateng banyak kader lokal memilih rustriningsih akhirnya beliau dikalahkan oleh rekomendasi dari emak kadang berpikir yang terjadi sekarang apa karena karma ke rustriningsih,jangan lupa ganjar bisa naik karena megawati ketika pilgub jateng banyak kader lokal memilih rustriningsih akhirnya beliau dikalahkan oleh rekomendasi dari emak kadang berpikir yang terjadi sekarang apa karena karma ke rustriningsih,"Don't forget Ganjar was able to rise because of Megawati when the Central Java gubernatorial election many local cadres chose Rustriningsih, in the end she was defeated by the recommendation of her mother. Sometimes I wonder what is happening now is because of karma for Rustriningsih."
TXT0639,dipakai juga karena prabowonya yg ngebet nyalonin anies jd gubernur,dipakai juga karena prabowonya yang ngebet nyalonin anies jadi gubernur,It was also used because Prabowo was desperate to nominate Anies as governor
TXT0640,ganjar mahfud hebat mari kita dukung ganjar mahfud untuk berantas korupsi di negeri kita tercinta ini sehingga indonesia lebh baik lagi ganjar mahfud hebat,ganjar mahfud hebat mari kita dukung ganjar mahfud untuk berantas korupsi di negeri kita tercinta ini sehingga indonesia lebih baik lagi ganjar mahfud hebat,"Ganjar Mahfud is great, let's support Ganjar Mahfud to eradicate corruption in our beloved country so that Indonesia will be even better. Ganjar Mahfud is great."
TXT0641,aura presiden ya ganjar pranowo oleh angwar sanusi di banyuwangi nonton debat ketiga ini saya langsung punya bayangan bahwa presiden saya selanjutnya adalah ganjar pranowo ini bukan soal siapa yang menang dalam debat tapi ini tentang bagaimana seorang calon menghadapi sekaligus menyelesaikan persoalan negara baik yang berasal dari dalam maupun luar negeri mungkin anda sepakat ketika melihat capres dan berdebat isinya hanya saling serang dan saling mengejek tidak ada hal penting yang disampaikan kecuali untuk menjatuhkan lawan perseteruan dua capres itu bahkan dimulai sejak menit awal debat mungkin keduanya samasama menyimpan dendam yang tak tersampaikan pada debat pertama yang lalu melihat perseteruan keduanya saya sebagai warga negara jadi waswas bagaimana jadinya jika saya dipimpin oleh orang yang selalu menyimpan dendam bagaimana jadinya nasib saya nasib anakanak saya jika punya pemimpin yang sibuk dengan emosi pribadinya saya jadi ngeri janganjangan mereka bakal melancarkan dendam dan ancaman termasuk kepada kita rakyatnya saya harus mengakui saya lebih merasa terlindungi ketika mendengar penjelasan capres nomor ganjar pranowo dia bukan hanya bicara tentang keamanan nasional tapi juga mengungkapkan bagaimana negara harus menjamin keamanan personal termasuk keamanan kita di dunia digital ganjar juga bicara tentang persenjataan bukan cuma bermodal hutang untuk membeli tapi juga mengoptimalkan kemampuan dalam negeri bahkan dia tidak akan membeli persenjataan yang tidak dibutuhkan kelautan jadi matra pertama yang akan dia kuatkan hal itu sangat logis karena sebagian besar negara kita merupakan laut disusul dengan ketahanan udara kemudian darat semuanya disampaikan dengan sederhana sangat bisa diterima dan tidak mengadaada terus yang lain menyampaikan apa yang lain cuma menyampaikan amarah apa jadinya jika kita punya presiden yang penuh amarah kita cuma ingin hidup damai makmur dan bahagia bukan hidup yang penuh rasa khawatir waswas saling menebar ketakutan dan kebencian dan saya harus jujur bilang cuma ganjar yang mencerminkan ketenangan kemampuan serta aura seorang presiden salam sobar harahap re wantahgdn,aura presiden ya ganjar pranowo oleh angwar sanusi di banyuwangi menonton debat ketiga ini saya langsung punya bayangan bahwa presiden saya selanjutnya adalah ganjar pranowo ini bukan soal siapa yang menang dalam debat tapi ini tentang bagaimana seorang calon menghadapi sekaligus menyelesaikan persoalan negara baik yang berasal dari dalam maupun luar negeri mungkin anda sepakat ketika melihat capres dan berdebat isinya hanya saling serang dan saling mengejek tidak ada hal penting yang disampaikan kecuali untuk menjatuhkan lawan perseteruan dua capres itu bahkan dimulai sejak menit awal debat mungkin keduanya samasama menyimpan dendam yang tak tersampaikan pada debat pertama yang lalu melihat perseteruan keduanya saya sebagai warga negara jadi waswas bagaimana jadinya jika saya dipimpin oleh orang yang selalu menyimpan dendam bagaimana jadinya nasib saya nasib anakanak saya jika punya pemimpin yang sibuk dengan emosi pribadinya saya jadi ngeri janganjangan mereka bakal melancarkan dendam dan ancaman termasuk kepada kita rakyatnya saya harus mengakui saya lebih merasa terlindungi ketika mendengar penjelasan capres nomor ganjar pranowo dia bukan hanya bicara tentang keamanan nasional tapi juga mengungkapkan bagaimana negara harus menjamin keamanan personal termasuk keamanan kita di dunia digital ganjar juga bicara tentang persenjataan bukan cuma bermodal hutang untuk membeli tapi juga mengoptimalkan kemampuan dalam negeri bahkan dia tidak akan membeli persenjataan yang tidak dibutuhkan kelautan jadi matra pertama yang akan dia kuatkan hal itu sangat logis karena sebagian besar negara kita merupakan laut disusul dengan ketahanan udara kemudian darat semuanya disampaikan dengan sederhana sangat bisa diterima dan tidak mengadaada terus yang lain menyampaikan apa yang lain cuma menyampaikan amarah apa jadinya jika kita punya presiden yang penuh amarah kita cuma ingin hidup damai makmur dan bahagia bukan hidup yang penuh rasa khawatir waswas saling menebar ketakutan dan kebencian dan saya harus jujur bilang cuma ganjar yang mencerminkan ketenangan kemampuan serta aura seorang presiden salam sobar harahap re wantahgdn,"aura of president ya ganjar pranowo by angwar sanusi in banyuwangi watching this third debate i immediately had an idea that my next president would be ganjar pranowo this is not about who wins the debate but this is about how a candidate faces and resolves state issues both from within and outside the country maybe you agree when you see the presidential candidates and debate the content is only attacking each other and mocking each other there is nothing important conveyed except to bring down the opponent the feud between the two presidential candidates even started from the first minute of the debate maybe both of them hold grudges that were not conveyed in the first debate then seeing the feud between the two of them i as a citizen am worried what would happen if i was led by someone who always holds grudges what would happen to my fate the fate of my children if i have a leader who is busy with his personal emotions i am scared maybe they will launch revenge and threats including to us the people i have to admit i feel more protected when i hear the explanation of presidential candidate number ganjar pranowo he not only talks about national security but also reveals how the state must guarantee personal security including our security in the digital world ganjar also talks about weapons not only using debt to buy but also optimizing domestic capabilities he will not even buy Unnecessary weapons, the sea is the first dimension that he will strengthen, it is very logical because most of our country is sea, followed by air defense, then land, everything is conveyed simply, very acceptable and not made up, then others convey what others only convey anger, what would happen if we had a president who was full of anger, we only want to live in peace, prosperity and happiness, not a life full of worry, anxiety, spreading fear and hatred, and I must honestly say that only Ganjar reflects the calm, ability and aura of a president, greetings, friends, Harahap re wantahgdn"
TXT0642,nasib di anies jadi gubernur endonesa,nasib di anies jadi gubernur endonesa,fate of anies to become governor of indonesia
TXT0643,penggunaan bonus demografi sebagai strategi pintar ganjarmahfud untuk menggerakkan pertumbuhan ekonomi happy new year,penggunaan bonus demografi sebagai strategi pintar ganjarmahfud untuk menggerakkan pertumbuhan ekonomi happy new year,Using the demographic bonus as a smart strategy ganjarmahfud to drive economic growth happy new year
TXT0644,tetap teguh pada kebenaran pak ganjar pranowo tegaskan bansos takkan hilang ktp sakti terobosan untuk keadilan dan kesejahteraan,tetap teguh pada kebenaran pak ganjar pranowo tegaskan bansos takkan hilang ktp sakti terobosan untuk keadilan dan kesejahteraan,"remain steadfast in the truth, Mr Ganjar Pranowo emphasized that social assistance will not be lost, the magic ID card is a breakthrough for justice and welfare"
TXT0645,prabowo gibran memperjuangkan pemerintahan yang transparan dan akuntabel dalam mendukung transparansi,prabowo gibran memperjuangkan pemerintahan yang transparan dan akuntabel dalam mendukung transparansi,Prabowo Gibran fights for a transparent and accountable government in support of transparency
TXT0646,anganangan untuk memenangi pemilihan presiden dalam satu putaran sulit terjadi sebulan jelang pencoblosan elektabilitas pasangan prabowo subiantogibran rakabuming raka tak kunjung tembus persen sementara itu presiden jokowi kian kentara mendukung prabowo dan anaknya permintaan jokowi agar kpu mengubah format debat muncul setelah prabowo kalah telak pada debat ketiga pilpres ketidaknetralan jokowi harus dihentikan jika tak ingin dikenang sebagai presiden terburuk setelah reformasi re tempodotco,anganangan untuk memenangi pemilihan presiden dalam satu putaran sulit terjadi sebulan jelang pencoblosan elektabilitas pasangan prabowo subiantogibran rakabuming raka tak kunjung tembus persen sementara itu presiden jokowi kian kentara mendukung prabowo dan anaknya permintaan jokowi agar kpu mengubah format debat muncul setelah prabowo kalah telak pada debat ketiga pilpres ketidaknetralan jokowi harus dihentikan jika tak ingin dikenang sebagai presiden terburuk setelah reformasi re tempodotco,"The dream of winning the presidential election in one round is difficult to achieve a month before the vote. The electability of the Prabowo Subianto Gibran Rakabuming Raka pair has not yet reached 100%. Meanwhile, President Jokowi is increasingly showing his support for Prabowo and his son. Jokowi's request for the KPU to change the debate format emerged after Prabowo lost badly in the third presidential debate. Jokowi's lack of neutrality must be stopped if he does not want to be remembered as the worst president after the reformation. re tempodotco"
TXT0647,ganjar mengakui dari hari ke hari semakin banyak dugaan pelanggaran pemilu sedangkan bawaslu dinilai belum bertaji re kompascom,ganjar mengakui dari hari ke hari semakin banyak dugaan pelanggaran pemilu sedangkan bawaslu dinilai belum bertaji re kompascom,"Ganjar admitted that every day there are more and more allegations of election violations, while Bawaslu is considered to be not yet sharp re kompascom"
TXT0648,momen pendukung ngatain anies bangsat saat prabowo lg berbicara tadi ada yg datangi moderator ini lebih parah lagi capresnya tak punya etika dan emosian pendukungnya ternyata lebih parah politik riang gembira re chchotimah,momen pendukung mengatai anies bangsat saat prabowo lagi berbicara tadi ada yang datangi moderator ini lebih parah lagi capresnya tak punya etika dan emosian pendukungnya ternyata lebih parah politik riang gembira re chchotimah,"the moment when supporters called Anies a bastard when Prabowo was speaking earlier, someone came to the moderator, this is even worse, the presidential candidate has no ethics and is emotional, his supporters are even worse, happy politics, re chchotimah"
TXT0649,survei bloomberg unggulkan anies di pilpres ekonom tolak politik dinasti re oposisicerdas,survei bloomberg unggulkan anies di pilpres ekonom tolak politik dinasti re oposisicerdas,Bloomberg survey puts Anies ahead in presidential election economist rejects dynasty politics smart opposition
TXT0650,prabowo tidak berdaya menghadapi anies baswedan saat debat capresdi gelanggang resmi kpu bahkan dia tidak memiliki argumen yg cerdas ketika berhadapan dg anies baswedan yg perkasa,prabowo tidak berdaya menghadapi anies baswedan saat debat capresdi gelanggang resmi kpu bahkan dia tidak memiliki argumen yang cerdas ketika berhadapan dengan anies baswedan yang perkasa,Prabowo was powerless against Anies Baswedan during the presidential debate at the official KPU arena. He didn't even have an intelligent argument when faced with the mighty Anies Baswedan.
TXT0651,goganjargo ganjar optimis capai pertumbuhan ekonomi sahabatganjar ganjar menangkanganjar generasigotongroyong ganjar mahfud hebat perempuan maju,goganjargo ganjar optimis capai pertumbuhan ekonomi sahabatganjar ganjar menangkanganjar generasigotongroyong ganjar mahfud hebat perempuan maju,goganjargo ganjar optimistic to achieve economic growth friendsganjar ganjar winsganjar generationgotong royong ganjar mahfud great women progress
TXT0652,ga ada yg salah dengan tanggapan bude itu karena demokrasi kita masih ala ketimuran kalo mau debat ala demokrasi liberal kayak amerika yg tentu lebih panas dan vulgar bisa baku pukul beneran itu owo dan anies,enggak ada yang salah dengan tanggapan bude itu karena demokrasi kita masih ala ketimuran kalo mau debat ala demokrasi liberal kayak amerika yang tentu lebih panas dan vulgar bisa baku pukul benaran itu owo dan anies,"There's nothing wrong with Bude's response because our democracy is still in the Eastern style. If you want to debate in the style of a liberal democracy like America, which is certainly hotter and more vulgar, you can really hit Owo and Anies."
